fname,dialogue,summary,topic
train_10460_ss,"#Person2#: 손님, 무엇을 주문하시겠어요?
#Person1#: 중국 음식을 한번 먹어보고 싶어요.
#Person2#: 저희 가게에서는 여러 가지 스타일의 중국 음식을 제공해요. 혹시 선호하는 게 있으신가요?
#Person1#: 잘 모르겠어요. 추천 좀 해주실 수 있나요?
#Person2#: 광동 요리는 가볍고, 베이징 요리는 좀 묵직해요. 사천 요리는 대개 맵고 자극적이죠.
#Person1#: 아, 그렇군요. 매운 음식을 먹고 싶어요.
#Person2#: 그러시면 사천 요리를 추천드립니다. 대부분 맵고 뜨겁지만, 맛이 다채로워요.
#Person1#: 정말요? 그럼 특선 요리가 있나요?
#Person2#: 네, 바삭한 구운 치킨과 매운 소고기가 저희 특선입니다.
#Person1#: 좋습니다. 그걸로 할게요.",#Person2#은 #Person1#에게 다양한 중국 음식을 추천합니다. #Person1#가 매운 음식을 원하자 #Person2#은 사천 요리를 추천하고 특선 요리를 제시합니다.,중국 음식 주문
train_4140_ss,"#Person2#: 차에 올림픽 마스코트가 있는 걸 보니까 반가워요. 
#Person1#: 맞아요. 저는 올림픽에 관심이 많아서 특히 2008년 베이징 올림픽이 너무 기대돼요. 
#Person2#: 저도 그래요. 2008년 베이징 올림픽에서 자원봉사를 하고 싶거든요. 
#Person1#: 멋지네요. 그럼 퀴즈 한 번 풀어볼래요? 
#Person2#: 문제없어요. 저 '올림픽 전문가'예요. 
#Person1#: 와, 잘 말하시네요. 이제 실력을 보여줘야죠. 시작해요. 혹시 고대 올림픽에 대해 말해줄 수 있나요? 
#Person2#: 고대 올림픽은 고대 그리스에서 시작됐어요. 
#Person1#: 좋아요. 사람들이 왜 올림픽이라고 부르는지 아세요? 
#Person2#: 처음 열린 장소의 이름을 따서 부른 거예요. 
#Person1#: 현대 올림픽은 누가 시작했는지 아세요? 
#Person2#: 이건 아주 쉬워요. 프랑스인 바롱 드 쿠베르탱이에요. 
#Person1#: 그 사람을 사람들이 뭐라고 불렀죠? 
#Person2#: 당연히 '올림픽의 아버지'라고 불렸죠. 
#Person1#: 그는 올림픽을 부활시키기 위해 무엇을 했나요? 
#Person2#: '올림픽의 르네상스'에 관한 연설을 했죠. 
#Person1#: 좋았어요. 여기까지예요. 정말 잘했어요! 
#Person2#: 제가 '전문가'라고 했잖아요.",#Person2#은 자신이 '올림픽 전문가'라며 2008년 베이징 올림픽에서 자원봉사를 하고 싶다고 #Person1#에게 말합니다. #Person1#는 #Person2#에게 올림픽에 관한 몇 가지 질문을 던집니다.,올림픽 퀴즈
train_9791_ss,"#Person2#: 신문에 돈이 전부 광고에만 쓰이고 읽을 게 없어지는 거 같지 않아?
#Person1#: 그래도 신문사는 광고로 추가 수입을 얻을 수 있으니까 좋지 않겠어?
#Person2#: 추가 수입이라니. 그냥 광고로 돈방석에 앉은 거지.","#Person2#은 신문에 광고가 너무 많다고 불만을 제기하며, #Person1#는 광고가 신문사에 추가 수입을 가져다준다고 말합니다.",신문의 광고 문제
train_780_ss,"#Person2#: 날씨 정말 좋지 않아요? 
#Person1#: 네, 정말 그렇네요. 
#Person2#: 오늘 기온이 어느 정도인지 알아요? 
#Person1#: 75도라던데요. 
#Person2#: 정말 좋네요. 이번 주 내내 이런 날씨가 계속되었으면 해요. 주말에 카누 여행 가려고 하거든요. 
#Person1#: 좋은 계획은 아닌 것 같아요. TV 일기예보에서 이번 주말에 허리케인이 온다고 하고, 기온도 66도로 떨어질 거래요. 
#Person2#: 참 성가시네요! 제가 카누나 캠핑을 계획할 때마다 폭풍이 와요. 하늘이 흐려지고 바람도 세고 기온도 떨어지고요. 그냥 집에 있는 게 나을 것 같아요. 
#Person1#: 저는 금요일 아침까지 주말 계획을 확정하지 않아요. 그날 일기예보를 보고 나서야 계획을 세우죠. 
#Person2#: 현명하네요. 저도 그렇게 하기로 했어요.","#Person2#은 이번 주말에 카누 여행을 계획했으나, #Person1#가 허리케인이 올 것이라고 알려줍니다. 이에 #Person2#은 #Person1#의 조언을 따라 일기예보를 보고 계획을 세우기로 합니다.",주말 날씨 계획
train_3657_ss,"#Person2#: 와주셔서 감사합니다. 
#Person1#: 천만에요. 어떤 문제가 있나요? 
#Person2#: 파이프가 새고 있어요. 
#Person1#: 정확히 어디 있는 파이프인가요? 
#Person2#: 욕실 벽 뒤에 있는 파이프예요. 
#Person1#: 파이프가 새기 시작한 지 얼마나 되었나요? 
#Person2#: 며칠 전부터 새기 시작했어요. 
#Person1#: 파이프에 접근하려면 그 벽을 부숴야 할 것 같아요. 괜찮으시겠어요? 
#Person2#: 네, 괜찮아요. 고치기만 하면 돼요. 
#Person1#: 알겠습니다, 지금 바로 작업 시작할게요.",#Person1#는 #Person2#의 새는 파이프를 수리하기 위해 방문했습니다. #Person2#은 벽을 허물어야 하더라도 상관없다고 했습니다.,파이프 누수 수리
train_3990_ss,"#Person2#: 그거 뭐야? 왜 가지고 있어? 
#Person1#: 아, 안 돼! 눈 감아. 이거 보면 안 돼. 
#Person2#: 아, 알겠어! 한 번만 살짝 볼게. 아무한테도 말 안 할게. 
#Person1#: 안 돼! 이건 깜짝 선물이야. 
#Person2#: 그러면 작은 힌트라도 줄 수 있어? 
#Person1#: 작은 힌트 하나 줄게. 지금 나가지 않으면 이거 나무 밑에 안 들어갈 거야. 
#Person2#: 그거 아주 좋은 힌트네. 
#Person1#: 그리고 제발 나가면서 문 꼭 닫고 잠가줘!",#Person2#은 #Person1#가 준비한 깜짝 선물이 무엇인지 알고 싶어합니다. #Person1#는 #Person2#에게 힌트를 제공합니다.,깜짝 선물
train_472_ss,"#Person2#: 저기요, 다음 로스앤젤레스행 비행기가 언제인지 알려주실 수 있나요? 
#Person1#: 물론이죠. 다음 직항 비행기는 두 시간 후에 있으니 확인해 보세요. 그런데 샌프란시스코에서 환승하는 비행기도 지금 바로 탑승 가능합니다.","#Person2#은 로스앤젤레스로 가는 비행기 시간에 대해 물어보고, #Person1#는 직항과 환승 가능 옵션을 제시합니다.",로스앤젤레스행 비행기 시간 문의
train_4690_ss,"#Person2#: 점심 뭐 먹을 거야? 
#Person1#: 샌드위치랑 과자랑 탄산음료 가져왔어.
#Person2#: 그거 집에서 가져온 거야?
#Person1#: 아니, 식당에서 산 거야.
#Person2#: 무슨 샌드위치 샀어?
#Person1#: 주문 잘못 돼서 볼로냐 샌드위치 받았어.
#Person2#: 어땠어?
#Person1#: 내가 주문한 건 아니었지만 그래도 맛있더라.
#Person2#: 나도 예전에 거기서 샌드위치 산 적 있어.
#Person1#: 진짜?
#Person2#: 응, 그때도 주문이 제대로 안 됐었어.",#Person1#가 식당에서 샌드위치를 주문했는데 주문이 잘못되어 다른 샌드위치를 받았다고 #Person2#에게 말합니다. #Person2#도 같은 경험이 있었다고 얘기합니다.,점심식사
train_11362_ss,"#Person2#: Charlotte, 저녁 먹었어?
#Person1#: 아니, 먹고 싶지 않아.
#Person2#: 왜? 어디 아파?
#Person1#: 기분이 좀 다운돼.
#Person2#: 무슨 일이야?
#Person1#: 오늘 실수했다고 매니저가 나한테 뭐라고 했어.
#Person2#: 그런 사소한 일로 우울해하지 마.
#Person1#: 내가 너무 덤벙대는 거 같아. 잘하는 게 하나도 없어.
#Person2#: 일을 잘하고 싶으면 좀 더 정신 차려야지.
#Person1#: 근데 나는 자신이 없어.
#Person2#: 힘내! 나 실망시키지 마. 우리 모두 실수하고, 그게 인생이야.",샬롯은 실수로 인해 매니저에게 지적을 받아 기분이 좋지 않다. #Person2#은 그녀에게 격려의 말을 건넨다.,격려와 위로
train_3164_ss,"#Person2#: 안녕하세요, 저는 Miss Gear입니다. 
#Person1#: 아, 좋은 아침이에요, Miss Gear. 들어오세요. 우리가 전화로 얘기했죠? 이 집을 임대하고 싶다고 하셨죠? 
#Person2#: 네, 이 집을 한번 보고 싶어요. 
#Person1#: 좋습니다. 제가 집을 구경시켜드릴게요. 위치는 어떻게 좋아하세요? 
#Person2#: 여기 위치가 아주 편리하네요. 가장 가까운 버스 정류장에서 걸어서 5분 거리에 있어서요. 여기 침실이네요. 어머나, 이 프렌치 창문 너무 마음에 들어요. 
#Person1#: 좋아하신다니 정말 기쁘네요. 
#Person2#: 거실도 크고 주방도 괜찮네요. 
#Person1#: 그리고 이 건물은 매우 안전해요. 
#Person2#: 그거 좋네요. 광고에서는 월세가 350달러라고 써있던데요. 가격 좀 더 내려주실 수 있을까요? 
#Person1#: 아쉽지만 제가 결정할 수 있는 부분이 아니에요. 가격에 관해서는 저 대신 집주인과 상의하셔야 해요. 내일 그분이 여기 오실 거예요. 
#Person2#: 정말 감사합니다. 오늘 저녁에 남자친구와 상의해볼게요. 뭐, 좋은 곳이잖아요.","Miss Gear가 임대하고 싶어하는 주택을 둘러보며 그 위치와 편리함에 만족해하고 있습니다. 집주인과 월세 관련 논의를 위해 내일 만나기로 하고, 그날 저녁에 남자친구와 상의하기로 합니다.",주택 임대
train_3034_ss,"#Person2#: 이거에 참여하기 전에 궁금한 게 있으세요?
#Person1#: 사실, 네 있어요. 구독료에 대해 궁금했어요. 그리고 이 새로운 펀드를 상환할 때 얼마나 청구하실 건가요?
#Person2#: 구독료는 1.2%의 비율로 청구됩니다. 하지만 상환 시에는 일반 0.5%가 아니라, 모금 기간이 지난 후 구매 신청을 하시면 1.6%를 청구하게 될 거예요.
#Person1#: 그러면 비용이 더 드는 거네요?
#Person2#: 그렇죠. 구매자 입장에서는 항상 약간의 위험이 있거든요.",#Person2#은 #Person1#에게 구독료와 상환 시 부과될 추가 수수료에 대해 설명합니다.,수수료 규정
train_10773_ss,"#Person2#: 어, Pam, 안녕. 캐나다에서 언제 돌아왔어? 어땠어?
#Person1#: 그저께 돌아왔어. 몬트리올이랑 오타와만 갔었는데, 정말 좋았어.
#Person2#: 어느 도시가 더 좋았어?
#Person1#: 그거 참 어려운 질문이네... 오타와가 더 예쁜 것 같아. 관광하기도 좋고, 박물관이랑 갤러리도 많아서.
#Person2#: 몬트리올은 어땠어? 어떻게 생각했어?
#Person1#: 몬트리올은 더 흥미진진해. 쇼핑도 더 좋고. 가게들이 더 싸고 다양하더라고.
#Person2#: 어느 쪽이 나이트라이프가 더 좋아?
#Person1#: 아, 몬트리올이 확실히 좋아. 식당이랑 클럽도 더 많아. 사람들이 몬트리올이 캐나다에서 가장 활기찬 도시라고 하더라고.
#Person2#: 음, 난 항상 밴쿠버에 가보고 싶었어. 가장 아름다운 경치를 가진 곳이라고 들었거든.","#Person2#은 Pam에게 캐나다 여행에 대해 묻는다. Pam은 오타와가 더 예쁘고 관광하기 좋으며, 몬트리올은 흥미롭고 나이트라이프가 더 좋다고 말한다.",캐나다 여행 경험
train_9013_ss,"#Person2#: 요즘 취업 준비는 어떻게 하고 있어?
#Person1#: 며칠 전부터 본격적으로 찾아보는 중이야.
#Person2#: 이력서는 다 작성했어?
#Person1#: 응, 단어 하나하나 신경 써서 작성했어. 괜찮은 것 같아?
#Person2#: 잘했어. 포맷 디자인도 신경 써. 내용만큼 형식도 중요하거든.
#Person1#: 맞아, 강점들을 강조하고 이력서는 깔끔하고 읽기 쉽게 만들었어.
#Person2#: 좋아. 자기소개서는 준비했어?
#Person1#: 자기소개서? 그건 생각도 못 했어. 이력서만 내도 되는 거 아니야?
#Person2#: 아니야, 이력서만으로 부족해. 자기소개서도 필요해. 놓치지 마. 요즘 취업 시장은 경쟁이 치열하거든.
#Person1#: 맞는 말이네. 내가 그 직장에 적합하다고 해도, 많은 사람들이 동시에 지원하니 인사 담당자의 눈에 띄도록 최선을 다해야 해.
#Person2#: 맞아, 모든 준비는 면접 기회를 얻기 위한 거야.
#Person1#: 알겠어. 바로 시작할게.","#Person1#는 최근 이력서를 작성하면서 취업 준비를 시작했습니다. #Person2#은 #Person1#에게 이력서뿐만 아니라 자기소개서도 첨부해야 한다고 조언하며, 경쟁이 치열한 취업 시장에서 인사 담당자의 눈에 띄기 위한 준비가 중요하다고 강조합니다.",취업 준비
train_12451_ss,"#Person2#: 어제 아침에 우산 없이 쇼핑하러 갔어.
#Person1#: 어제 아침에 날씨가 너무 좋았잖아. 계속 맑을 줄 알았어.
#Person2#: 나도 그래서 우산을 안 챙겼어. 그런데 오후에 비를 맞아서 감기에 걸렸어. 비가 엄청 쏟아지더라고.
#Person1#: 나도 알아. 그 폭풍이 왔을 때 정말 믿기지 않았어. 오후 내내 비가 너무 많이 왔어.
#Person2#: 가끔 날씨가 정말 엉망일 때가 있어. 1년 내내 해가 쨍쨍한 곳에서 살고 싶어.
#Person1#: 1년 내내 해가 쨍쨍하면 가뭄이 들지도 몰라. 그것도 좋지는 않을걸.
#Person2#: 네 말이 맞아. 그냥 날씨가 좀 더 예측 가능했으면 좋겠어.
#Person1#: 기상청이 날씨 예측을 잘 못할 때가 많지. 우리 날씨는 너무 변덕스러워.",#Person2#는 아침에 날씨가 좋아 우산을 안 챙겼지만 오후에 비를 맞아 감기에 걸렸습니다. #Person2#는 예측 가능한 날씨를 원하고 #Person1#는 날씨가 변덕스럽다고 말합니다.,날씨 변화
train_567_ss,"#Person2#: 나도 요즘 헬스클럽에 가입할까 생각 중이야. 의사 선생님이 운동 좀 더 하라고 하셔서. 너는 어느 클럽에 다니고 있어?
#Person1#: Good-life Health Club이라는 곳이야. 나는 올해 1월부터 다니기 시작했는데, 벌써 큰 변화를 느끼고 있어. 새 사람이 된 기분이야.
#Person2#: 진짜? 거기서 뭐 해?
#Person1#: 운동기구가 있는 체육관과 실내 수영장이 있어. 보통 30분 정도 운동을 먼저 하고, 그 다음에 수영을 하지. 운동 후에 물에 들어가면 정말 좋아.
#Person2#: 좋겠다. 그런데 과하게 운동하다가 지치지 않아?
#Person1#: 아니, 아니. 모든 게 철저하게 관리되고 감독돼. 궁금하면 화요일에 같이 가볼래? 내 손님으로 초대할게. 분명히 즐겁게 보낼 수 있을 거야.
#Person2#: 좋은 생각이야. 고마워. 한번 가볼지도 모르겠네.","#Person2#은 헬스클럽 가입을 고민 중이고, #Person1#는 Good-life Health Club에서 많은 개선을 느끼고 있다고 이야기합니다. #Person1#는 #Person2#을 초대하여 함께 가자고 제안합니다.",헬스클럽 가입
train_1923_ss,"#Person2#: 연휴 끝나고 챙길 물건이 많겠네. 목록 좀 만들어보자.
#Person1#: 알겠어요. 어떤 걸 생각하고 계세요?
#Person2#: 일단, 새 책상 하나 사야겠고, 그 낡은 타자기도 바꾸고 싶어.
#Person1#: 네, 저도 동의해요. 바로 처리할게요! 또 뭐 주문할까요?",#Person2#은 #Person1#에게 새 책상과 새 타자기를 주문하라고 요청합니다.,새 물건 주문
train_5097_ss,"#Person2#: 로즈, 지금 뭐 하고 있어? 
#Person1#: 잭, 안녕. 매니저가 서류 정리하라고 해서 하고 있어. 30분 후에 줘야 하거든. 
#Person2#: 음, 로즈, 지금 뭐 좀 얘기해도 될까? 
#Person1#: 무슨 일이야? 
#Person2#: 이번 주말에 한가해? 
#Person1#: 응, 별일 없어. 
#Person2#: 잘 됐다. 이번 주말에 너희 집에 가도 될까? 
#Person1#: 뭐라고? 
#Person2#: 이번 주말에 너희 집에 가고 싶어. 그냥 잠깐 들러서 얘기 좀 하려고. 
#Person1#: 정말? 좋아, 환영이야. 
#Person2#: 5시쯤 괜찮아? 
#Person1#: 음, 7시는 어때? 저녁 사줄게. 
#Person2#: 좋아, 그러면 와인 가져갈게. 
#Person1#: 좋아. 그럼 기다리고 있을게. 
#Person2#: 제시간에 갈게.",잭은 이번 주말에 로즈의 집을 방문하여 대화하기로 계획합니다. 로즈는 그를 저녁에 초대하고 와인을 가져오기로 합니다.,주말 방문 계획
train_5874_ss,"#Person2#: 우리 지금 어디로 가는 거야?
#Person1#: 경산 공원에 가고 있어. 원래는 황실 정원이었다가 지금은 공원으로 바뀌었어.
#Person2#: 어디에 있어?
#Person1#: 자금성 북쪽, 북경 중심 축에 위치해 있어.
#Person2#: 거기서 뭐 볼 수 있어?
#Person1#: 경산은 다섯 개의 봉우리로 이루어져 있고, 각 봉우리에는 정자가 있어. 이 정자들은 모임이나 휴식 장소로 사용됐어. 다섯 봉우리가 북경의 중앙 역사 축을 대략적으로 그려줘.
#Person2#: 다른 건 없어?
#Person1#: 풍수지리학에 따르면, 근처 언덕의 남쪽에 집을 짓는 게 좋다고 했어. 수도를 북경으로 옮길 때 이 위치에 언덕이 없어서 새로 지었지. '석탄 언덕'이라고 불리는데, 명나라 마지막 황제인 숭정제가 1644년에 여기서 자살했어.
#Person2#: 비극이네.
#Person1#: 경산 공원은 특히 어르신들이 모이고 사회활동을 즐기는 곳으로 유명해. 사람들은 경산 공원에서 어르신들이 춤추고, 오페라를 부르고, 다른 문화 활동을 하는 모습을 자주 볼 수 있어.","#Person1#는 #Person2#에게 경산 공원이 자금성 북쪽에 위치하며 다섯 개의 봉우리로 구성되어 있다고 설명했습니다. 또한, 명나라 말기 황제인 숭정제가 그곳에서 자살했다고 했습니다.",경산 공원 방문
train_4936_ss,"#Person2#: Mr. Lin, 어떤 거에 관심 있어요?
#Person1#: 캠핑 좋아해요.
#Person2#: 정말요? 저는 그다지 야외 활동을 좋아하지 않아요. 캠핑의 어떤 점이 좋아요?
#Person1#: 맑은 공기, 아름다운 경치, 운동 그리고 생각할 시간을 좋아해요.
#Person2#: 여행 가면 등산이나 낚시도 하세요?
#Person1#: 네, 둘 다 해요. 지난번에 낚시도 조금 하고 5마일 정도 등산했어요.
#Person2#: 뭐 잡았어요?
#Person1#: 네, 하지만 다시 놓아줬어요.
#Person2#: 다음 주에 저희 여름 캠프에 같이 가실래요?
#Person1#: 좋아요! 기대돼요.","Mr. Lin은 캠핑을 왜 좋아하는지 설명하고, 등산과 낚시도 즐긴다고 이야기합니다. #Person2#은 그에게 여름 캠프에 함께 가자고 제안합니다.",캠핑과 야외 활동
train_1592_ss,"#Person2#: 안녕하세요.
#Person1#: 안녕하세요. 더블룸 하나 구할 수 있을까요?
#Person2#: 며칠 동안 머무르실 건가요?
#Person1#: 일주일에서 열흘 정도요. 가능하면 조용한 방이었으면 좋겠어요, 도로와 너무 가깝지 않은 곳으로요.
#Person2#: 한번 볼게요. 네, 313호실 가능합니다. 뒤쪽에 있는 방이에요.
#Person1#: 하루에 얼마인가요? 식사는 포함된 건가요, 추가 요금인가요?
#Person2#: 하루에 20파운드입니다. 조식 포함이에요.
#Person1#: 좋아요, 그걸로 하죠.
#Person2#: 알겠습니다, 손님. 여기 등록 좀 부탁드려도 될까요?
#Person1#: 네, 알겠습니다.
#Person2#: 감사합니다. 짐꾼이 방까지 안내해 드릴 겁니다.",#Person1#가 조용한 더블룸을 일주일에서 열흘 동안 예약하며 가격과 조식 포함 여부를 문의합니다.,호텔 객실 예약
train_2343_ss,"#Person2#: 아, 또다시 이런 일이야! 매일같이 이러네.
#Person1#: 무슨 일이야?
#Person2#: 이 난장판 좀 봐봐. 너 저녁 먹고 나서 설거지 안 하잖아.
#Person1#: 설거지는 안 하지만 매주 차는 씻잖아.
#Person2#: 그건 별로 상관없어. 넌 집안일 안 도와주잖아.
#Person1#: 그건 틀렸어. 내가 너 식사 준비하잖아, 안 그래?
#Person2#: 그래서 뭐? 요리하고 나면 주방은 엉망이잖아. 너는 요리하고 나머지는 매일 내가 다 하잖아.
#Person1#: 알았어. 다음 주말부터 내가 집안일 다 할게.",#Person2#은 #Person1#가 음식을 준비하는 것 외에는 집안일을 하지 않는다고 불평합니다. #Person1#는 다음 주말부터 모든 집안일을 하겠다고 약속합니다.,집안일 분담
train_9365_ss,"#Person2#: 이 아파트 마음에 들어. 우리가 이걸 감당할 수 있을 것 같아?
#Person1#: 응, 그럴 것 같아. 가격도 괜찮고, 위치도 좋고 우리가 원하는 게 다 있어. 방도 꽤 넓어.
#Person2#: 발코니가 너무 좋아. 여름에는 밖에 나가서 햇볕도 쐴 수 있고, 12층이라 뷰가 정말 좋아.
#Person1#: 동네도 괜찮아. 근처에 공원도 있고.
#Person2#: 맞아, 집이 밀집하지 않아서 좋아. 아파트가 빽빽한 것도 아니고. 그런데 네 병원에서는 좀 멀지 않아?
#Person1#: 괜찮아. 나 운전하는 거 좋아하니까.","#Person2#은 아파트가 마음에 들고, #Person1#은 가격이 적당하다고 생각합니다. 아파트는 장점이 많지만, #Person1#의 병원에서 거리가 있습니다.",새 아파트 구입
train_7673_ss,"#Person2#: David가 약혼했다는 이야기 들었어?
#Person1#: 아니, 또 싸운 건 줄 알았는데?
#Person2#: 아니야, 약혼했대.
#Person1#: 농담 아니야? 그 두 사람이라니.
#Person2#: 참나, 나도 못 믿었어. 하지만 직접 들었어. David가 오늘 아침에 전화했어.
#Person1#: 그럼 언제 그렇게 된 거야?
#Person2#: 지난 주말에 스키 타러 갔을 때.
#Person1#: 이제 믿어야겠네. 그럼 언제 결혼한대?
#Person2#: 내년 6월에.
#Person1#: 정말 믿기지 않네.","#Person2#은 David가 약혼했으며, 내년 6월에 결혼할 예정이라고 말했습니다. #Person1#는 그 사실을 듣고 놀랐습니다.",약혼 소식
train_5206_ss,"#Person2#: 일어나, 이제 준비할 시간이야.
#Person1#: 그냥 5분만 더 자게 해줘.
#Person2#: 그러고 싶지만, 학교 준비 시작해야 해.
#Person1#: 알아, 하지만 5분만 더 자고 싶어.
#Person2#: 너 다시 자게 하면, 5분 뒤에 안 일어날 것 같아.
#Person1#: 믿어봐. 정말 일어날 거야.
#Person2#: 아침에 할 일이 많잖아.
#Person1#: 알아, 일어나서 다 할 거야.
#Person2#: 오늘은 학교에 제시간에 갔으면 좋겠어.
#Person1#: 학교 제시간에 갈 거야. 걱정 마.
#Person2#: 알았어, 조금 더 자게 해줄게.
#Person1#: 정말 고마워.","#Person2#이 #Person1#을 깨우지만, #Person1#는 5분 더 자고 싶어 합니다. 결국 #Person2#은 #Person1#를 조금 더 자게 해주기로 합니다.",기상 준비
train_2799_ss,"#Person2#: 등산부가 이번 주말에 뭐 해?
#Person1#: 양쯔강 절벽 오를 거야.
#Person2#: 그거 얼마나 어려워?
#Person1#: 엄청 어려워. 손발 둘 데가 별로 없거든.
#Person2#: 지난주엔 뭐 했어?
#Person1#: 300피트 절벽에서 하강했어. 진짜 짜릿했어.
#Person2#: 와, 정말 재미있었겠다. 아쉽다, 못 갔네.
#Person1#: 이번 주말에 와. 너도 오를 수 있을 거야.
#Person2#: 그래, 갈게. 그때 보자!
#Person1#: 응, 그때 봐.",등산부가 양쯔강의 어려운 절벽을 오를 예정이다. #Person1#는 #Person2#에게 같이 가자고 초대한다.,절벽 등반
train_80_ss,"#Person2#: 뭐해? 
#Person1#: 아, 자판기에 1달러를 넣었는데, 75센트짜리 초콜릿바가 걸렸어. 거스름돈 버튼을 눌렀는데 아무 반응이 없어. 아직 25센트도 못 받았어. 
#Person2#: 스낵바 운영하는 사람한테 환불 받을 수 있는지 물어봤어? 
#Person1#: 어, 물어봤는데 그 사람이 자기는 기계 주인이 아니라고, 자판기에 적힌 전화번호로 전화하래. 
#Person2#: 진짜 짜증나겠다. 
#Person1#: 좋은 생각이 있어. 자판기를 흔들어서 초콜릿바를 떨어뜨리자. 
#Person2#: 난 그거 부수고 싶진 않아. 누가 경찰 부를지도 모르잖아. 
#Person1#: 걱정 마. 나 전에도 이렇게 해봤어. 오늘은 운이 없네. 여기, 초콜릿바 줄게. 
#Person2#: 진짜로? 
#Person1#: 응, 아침에 자판기 잘 작동했었거든.",#Person1#는 #Person2#에게 자판기에 1달러를 넣었지만 초콜릿바가 걸린 후 기계를 흔들면서 초콜릿바를 받았던 경험을 이야기합니다.,자판기 문제 해결
train_6853_ss,"#Person2#: 안녕하세요, Benson Software 고객 서비스입니다. 
#Person1#: 안녕하세요, Smiths Retailers의 Mike Williams입니다. 지난주에 받은 CD 플레이어에 관해서 연락드려요. 보내주신 수량이 부족한 것 같아요. 
#Person2#: 아, 죄송합니다. 몇 개 받으셨나요? 
#Person1#: 50개 받았는데, 150개를 주문했거든요. 
#Person2#: 잠시만요, 주문 내역을 확인해보겠습니다. 기록에 따르면 50개를 주문하신 것으로 되어 있습니다. 
#Person1#: 정말요? 아, 뭔가 착오가 있었나 봅니다. 저는 확실히 150개를 주문했다고 생각했어요. 
#Person2#: 혼란을 드려 죄송합니다. 추가로 100개를 바로 보내드리겠습니다.",Mike Williams는 #Person2#에게 50개의 CD 플레이어를 받았으나 150개를 주문했다고 설명하기 위해 연락합니다. #Person2#이 주문 내용을 확인하고 추가로 100개를 보내기로 합니다.,CD 플레이어 수량 문제
train_5129_ss,"#Person2#: 아침에 뭐 먹고 싶어?
#Person1#: 뭐 차이 있어?
#Person2#: 응, 컨티넨탈은 계란, 베이컨, 토스트, 주스로 나와. 아메리칸은 계란 빼고 거의 똑같아.
#Person1#: 그럼 첫 번째 걸로 할래.",#Person1#는 두 가지 중 컨티넨탈 아침 식사를 선택합니다.,아침 식사 선택
train_3175_ss,"#Person2#: 나 아직 너한테 무슨 일 있었는지 말 안 했지?
#Person1#: 나 아무것도 못 들었어.
#Person2#: 그게, 내 상사가 승진 제안을 했고, 나 그거 받아들였어.
#Person1#: 진짜로?
#Person2#: 응, 너무 신나.
#Person1#: 대박이다. 축하해.
#Person2#: 고마워.
#Person1#: 네가 얼마나 기쁜지 몰라.
#Person2#: 진짜로?
#Person1#: 네가 그 승진에 가장 적격자라고 믿어. 정말로 그래.","#Person2#은 #Person1#에게 승진 사실을 알리고, #Person1#는 #Person2#의 승진을 축하한다.",승진 축하
train_4965_ss,"#Person2#: 이 셔츠 얼마예요?
#Person1#: 80위안이에요.
#Person2#: 좀 비싼 거 아닌가요?
#Person1#: 조금 그렇긴 해요. 그런데 할인해드릴 수 있어요.
#Person2#: 50위안 어때요?
#Person1#: 아뇨, 그 가격은 너무 낮아요.
#Person2#: 그럼 우리 중간에서 합의해요. 60위안 어때요?
#Person1#: 죄송하지만, 65위안은 주셔야 할 것 같아요.
#Person2#: 알겠어요.",#Person2#이 셔츠 가격을 두고 #Person1#와 흥정하여 65위안으로 합의합니다.,가격 협상
train_8931_ss,"#Person2#: 일주일 단위로 방을 빌릴 수 있을까요? 저희가 한 달 내내 머물지는 아직 확실하지 않아서요.
#Person1#: 음, 일주일에 30달러이고 여기에 전기세 10달러가 추가돼요. 그런데 한 달로 빌리면 130달러에 전부 포함됩니다.","#Person2#은 일주일 단위로 방을 임대할 수 있는지 문의하고, #Person1#는 한 달 단위로 임대하는 것이 더 경제적임을 설명합니다.",방 임대 조건 협의
train_11135_ss,"#Person2#: 그래서 Jen, William 만나본 거 어때? 첫 데이트 잘 다녀왔어?
#Person1#: 아, 정말 좋았어! 그가 이탈리안 레스토랑에 데려가 줘서 멋진 대화도 했어. 내가 아이를 몇 명 낳고 싶은지랑 부모님이 그를 만나면 얼마나 좋아하실지에 대해 얘기했어.
#Person2#: 그런 얘기를 첫 데이트 때 했다고? 그래... 다시 만나기로 했어?
#Person1#: 응! 집에 도착한 후에 다음 데이트를 잡으려고 전화했는데, 할머니가 아프셔서 매일 밤 병원에서 간호하느라 바쁘대.","Jen은 첫 데이트에서 William과 아이 계획과 부모님에 대해 이야기했고, 이후 데이트를 잡을 때 William이 바쁘다고 전했다.",첫 데이트 경험
train_3487_ss,"#Person2#: 저, 저축 계좌를 만들고 싶어요. 어떻게 해야 하나요?
#Person1#: 네. 이 양식을 작성하시고, 신분증과 서류 세 가지를 보여주셔야 합니다.
#Person2#: 운전면허증, 멤버십 카드, 여권이 있는데, 괜찮을까요?
#Person1#: 한번 보여주세요. 네, 괜찮습니다.
#Person2#: 계좌에 최소 얼마를 예치해야 하나요?
#Person1#: 처음에는 열 달러를 예치하시면 됩니다.
#Person2#: 감사합니다.",#Person2#가 #Person1#의 안내에 따라 저축 계좌를 개설합니다.,저축 계좌 개설
